timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration_ms,packets_per_sec,bytes_per_sec,ttl,tcp_flags,window_size,entropy_score,burst_rate,variance_inter_arrival,avg_packet_interval_ms,flow_entropy,packet_loss_rate,slice_id,edge_node_id,device_density,mobility_speed_kmph,latency_ms,beamforming_signal_strength,terahertz_band_ghz,qos_priority,anomaly_score,rl_action,mitigation_state,reward_score,attack_probability,label,attack_type
2026-05-25 11:21:52.338968,173.181.140.142,169.153.6.34,15653,22,ICMP,1499,13.84,3271.89,225760.75,82,FIN,34604,0.8905,0.3215,0.5596,2.3678,0.9224,0.0363,URLLC,EDGE_3,189,14.89,7.04,63.09,225.08,High,0.855,Block,Idle,-0.9466,0.7719,5,DNS_Amplification
2026-05-25 11:21:53.338968,130.152.72.236,179.96.75.206,20106,80,TCP,1088,148.37,2055.15,838501.21,32,ACK,37909,0.9449,0.5941,0.6641,1.2382,0.6487,0.0088,mMTC,EDGE_16,2097,42.05,11.21,66.85,158.91,Low,0.4795,Redirect,Active,0.5801,0.3662,3,HTTP_Flood
2026-05-25 11:21:54.338968,48.41.70.123,88.63.69.4,48975,80,TCP,192,95.6,5596.04,1163975.53,98,ACK,48873,0.8857,0.6893,0.5772,2.1909,0.5858,0.0299,URLLC,EDGE_20,1728,81.77,10.05,67.11,215.26,Low,0.3314,Allow,Idle,0.8965,0.5103,9,Slice_Attack
2026-05-25 11:21:55.338968,31.4.113.154,45.236.237.241,43108,443,UDP,497,88.84,7277.9,1244520.69,81,PSH,8404,0.9487,0.4893,0.3696,2.0324,0.6152,0.0291,URLLC,EDGE_2,4089,72.39,8.22,73.01,160.58,Medium,0.44,Throttle,Active,0.6712,0.289,7,Botnet
2026-05-25 11:21:56.338968,36.197.161.111,14.176.178.44,61362,22,ICMP,216,75.43,4627.73,893151.96,81,ACK,54667,0.9243,0.343,0.5296,1.7711,0.7,0.0281,URLLC,EDGE_12,2518,72.71,9.34,56.6,230.91,Low,0.6416,Redirect,Idle,0.6183,0.2654,4,ICMP_Flood
2026-05-25 11:21:57.338968,101.133.66.112,22.49.74.148,25586,443,TCP,750,66.54,4324.55,1085461.94,56,SYN,63802,0.9216,0.8901,0.6655,0.9019,0.376,0.0136,mMTC,EDGE_15,2080,51.34,12.6,64.52,275.96,Low,0.6271,Allow,Idle,0.6055,0.217,4,ICMP_Flood
2026-05-25 11:21:58.338968,40.42.0.97,168.22.111.148,23949,53,ICMP,641,76.3,5951.84,1517719.12,95,SYN,2288,0.7757,0.5037,0.4051,0.3508,0.725,0.0294,mMTC,EDGE_4,2527,62.21,12.19,66.51,167.73,Low,0.1105,Redirect,Active,-0.5508,0.8683,3,HTTP_Flood
2026-05-25 11:21:59.338968,145.54.56.192,41.131.154.181,9887,443,ICMP,1183,142.98,4865.94,569314.88,45,SYN,38230,0.9029,0.7089,0.6777,2.1093,0.5784,0.0359,URLLC,EDGE_3,1652,30.85,13.29,56.1,241.29,High,0.968,Allow,Active,0.1883,0.3048,4,ICMP_Flood
2026-05-25 11:22:00.338968,213.197.218.22,148.180.52.25,61133,80,UDP,107,63.14,3649.8,1642409.47,102,RST,31041,0.8693,0.8924,0.2446,2.5577,0.8215,0.0099,eMBB,EDGE_13,3374,48.12,8.5,58.78,245.58,Low,0.2443,Allow,Monitoring,-0.3463,0.0111,7,Botnet
2026-05-25 11:22:01.338968,185.217.126.67,171.76.55.39,37672,443,ICMP,459,170.51,3966.83,1908043.95,97,ACK,38734,0.8865,0.8976,0.3356,1.3293,0.7903,0.0306,eMBB,EDGE_19,3577,63.05,8.79,65.0,172.11,Low,0.5555,Allow,Active,0.7465,0.1714,6,Slowloris
2026-05-25 11:22:02.338968,106.38.231.90,193.39.84.204,41866,443,TCP,158,167.85,3218.13,749823.45,88,SYN,2865,0.8445,0.9219,0.685,1.632,0.8489,0.0225,mMTC,EDGE_3,1906,24.21,9.78,78.19,279.82,Medium,0.638,Allow,Idle,-0.1706,0.0957,5,DNS_Amplification
2026-05-25 11:22:03.338968,77.229.132.80,191.76.94.81,7851,443,ICMP,268,123.0,5247.48,1259395.09,73,SYN,38969,0.87,0.6487,0.6701,0.8247,0.5881,0.0075,URLLC,EDGE_9,2449,39.06,3.11,77.81,198.1,Medium,0.0907,Block,Idle,-0.1796,0.9816,2,UDP_Flood
2026-05-25 11:22:04.338968,67.63.245.190,186.19.102.245,2102,80,ICMP,694,94.9,3896.25,584436.87,94,RST,14614,0.8748,0.6528,0.6603,2.3125,0.4782,0.0205,eMBB,EDGE_15,1114,16.92,11.03,75.13,125.62,Low,0.4529,Throttle,Idle,0.7919,0.4253,1,SYN_Flood
2026-05-25 11:22:05.338968,216.36.141.93,34.100.29.235,31190,443,ICMP,1369,79.63,4573.55,1353769.66,82,SYN,10966,0.8847,0.8085,0.3653,1.0185,0.8435,0.0084,mMTC,EDGE_18,4054,28.87,6.11,64.14,246.28,High,0.8452,Block,Monitoring,-0.0527,0.035,4,ICMP_Flood
2026-05-25 11:22:06.338968,13.54.173.131,52.77.92.70,16549,22,TCP,1128,125.01,4962.55,972659.89,86,ACK,7214,0.9285,0.9324,0.4892,1.5735,0.6953,0.0214,mMTC,EDGE_14,1563,65.06,12.48,73.76,259.5,Low,0.7702,Allow,Idle,0.8419,0.522,4,ICMP_Flood
2026-05-25 11:22:07.338968,94.103.239.138,24.247.121.18,29709,80,TCP,191,62.46,2421.96,750807.25,50,ACK,21227,0.9691,1.1812,0.6681,2.5534,0.3944,0.0161,eMBB,EDGE_2,1928,63.88,9.93,57.1,182.28,Medium,0.6686,Block,Active,-0.5823,0.3022,2,UDP_Flood
2026-05-25 11:22:08.338968,220.33.239.74,103.6.128.58,10721,53,ICMP,1023,102.74,4331.8,762397.42,68,FIN,52047,0.919,0.8472,0.5555,2.191,0.4901,0.0247,eMBB,EDGE_1,4015,60.56,12.9,80.04,142.29,Low,0.8667,Allow,Idle,0.1444,0.1729,4,ICMP_Flood
2026-05-25 11:22:09.338968,11.176.85.234,80.244.183.9,4501,443,ICMP,1483,82.5,3969.65,1389378.81,45,RST,36799,0.9416,0.7314,0.5315,0.7938,0.7463,0.0208,URLLC,EDGE_12,3656,34.47,11.78,63.34,119.14,Low,0.7641,Allow,Active,-0.9766,0.9197,8,Adaptive_AI_DDoS
2026-05-25 11:22:10.338968,200.224.77.21,129.90.206.234,62021,443,ICMP,490,90.23,4120.03,1425531.28,91,FIN,8040,0.9206,1.0758,0.3859,2.5821,0.7603,0.0213,mMTC,EDGE_12,1216,40.47,9.33,66.85,186.66,Medium,0.8042,Throttle,Active,-0.9088,0.1674,8,Adaptive_AI_DDoS
2026-05-25 11:22:11.338968,91.120.252.159,38.230.110.7,49250,443,UDP,283,90.3,4541.62,699409.06,37,SYN,19501,0.8604,0.6849,0.4575,3.7474,0.4075,0.0013,eMBB,EDGE_16,2512,53.32,8.11,66.49,278.03,Medium,0.6679,Throttle,Idle,-0.0798,0.5707,7,Botnet
2026-05-25 11:22:12.338968,189.243.177.116,18.251.216.80,17731,22,UDP,1361,113.06,2602.68,772997.08,50,RST,44094,0.998,0.6126,0.5207,1.1532,0.4539,0.0239,mMTC,EDGE_14,2343,25.35,10.62,62.59,192.56,High,0.6032,Throttle,Idle,0.6492,0.4777,1,SYN_Flood
2026-05-25 11:22:13.338968,203.65.33.182,197.9.221.98,33261,8080,ICMP,142,73.76,310.12,57991.68,71,ACK,30804,0.6263,0.8064,0.3795,2.1413,0.5997,0.0209,URLLC,EDGE_6,4361,99.3,2.01,79.13,284.96,High,0.6895,Redirect,Idle,-0.5743,0.8844,0,Normal
2026-05-25 11:22:14.338968,104.63.209.93,54.57.102.129,44777,8080,UDP,387,157.46,5427.1,1248233.23,62,SYN,18772,0.8307,0.7497,0.7312,3.5555,0.6602,0.0246,eMBB,EDGE_20,2271,30.41,9.51,56.81,193.87,Low,0.0334,Block,Active,-0.8785,0.1744,7,Botnet
2026-05-25 11:22:15.338968,220.60.203.204,143.47.176.197,47994,443,ICMP,1213,106.36,5169.11,1741990.2,117,RST,12973,0.9235,0.6363,0.6501,0.9127,0.4204,0.0298,URLLC,EDGE_16,3760,48.65,10.78,51.64,139.71,Medium,0.5458,Throttle,Monitoring,-0.8368,0.3543,4,ICMP_Flood
2026-05-25 11:22:16.338968,214.158.42.181,159.89.227.134,58369,22,UDP,1388,108.26,6374.89,3238444.58,104,SYN,10005,0.8284,0.6958,0.6187,2.7842,0.5112,0.0318,eMBB,EDGE_6,3801,46.01,13.53,61.66,112.64,Low,0.5093,Allow,Active,0.1314,0.2064,9,Slice_Attack
2026-05-25 11:22:17.338968,62.175.154.58,34.252.60.73,19179,80,TCP,814,107.87,4101.0,381393.06,121,RST,22739,0.9314,0.7909,0.4396,0.8725,0.9307,0.0198,URLLC,EDGE_3,4514,86.95,5.74,75.57,237.49,Medium,0.8483,Allow,Active,-0.5677,0.8693,9,Slice_Attack
2026-05-25 11:22:18.338968,90.146.52.163,120.8.38.11,61619,8080,TCP,1470,119.09,4517.74,853853.26,75,ACK,32466,0.8612,0.4255,0.5155,2.907,0.6258,0.0193,eMBB,EDGE_10,2739,39.43,13.53,49.09,265.34,Low,0.6745,Block,Idle,-0.132,0.2308,2,UDP_Flood
2026-05-25 11:22:19.338968,46.229.99.38,130.185.60.49,5190,53,UDP,791,30.24,7880.3,2513816.0,54,RST,59025,0.9692,0.4965,0.3494,1.7797,0.5094,0.0233,eMBB,EDGE_1,3074,10.06,7.89,76.92,141.71,Medium,0.1248,Throttle,Active,0.3853,0.4332,8,Adaptive_AI_DDoS
2026-05-25 11:22:20.338968,176.100.59.28,104.80.21.202,39166,80,ICMP,1283,85.99,4821.09,1962182.59,56,RST,62409,0.8481,0.7728,0.5246,2.2129,0.8977,0.004,eMBB,EDGE_5,3186,16.84,15.9,61.69,225.01,High,0.1283,Redirect,Monitoring,0.4086,0.3971,6,Slowloris
2026-05-25 11:22:21.338968,219.75.170.145,171.219.40.124,40577,53,ICMP,446,130.37,3561.69,1157548.44,126,ACK,4417,0.7914,0.5828,0.8007,2.1016,0.7577,0.0121,eMBB,EDGE_7,4435,48.27,7.32,70.86,193.41,Low,0.9675,Throttle,Active,0.3944,0.4862,8,Adaptive_AI_DDoS
2026-05-25 11:22:22.338968,74.92.240.8,139.189.156.66,32087,53,UDP,456,137.76,6531.85,2567017.53,78,SYN,54405,0.9288,0.4035,0.4761,1.5091,0.5848,0.0117,mMTC,EDGE_5,956,35.28,2.6,96.91,138.12,High,0.9531,Redirect,Active,0.3452,0.4875,5,DNS_Amplification
2026-05-25 11:22:23.338968,21.36.177.35,194.145.164.214,2341,22,ICMP,1373,54.16,592.89,113834.6,77,PSH,64522,0.4893,0.5846,0.691,0.9151,0.5239,0.0106,eMBB,EDGE_3,2555,52.13,3.69,67.88,113.06,Medium,0.4132,Block,Idle,0.1345,0.2249,0,Normal
2026-05-25 11:22:24.338968,167.171.134.1,197.198.134.96,26696,53,UDP,1107,35.99,6215.97,646461.4,127,FIN,29588,0.9386,0.8691,0.7087,1.996,0.8554,0.0184,mMTC,EDGE_10,4978,37.19,14.04,78.62,178.72,Medium,0.9437,Allow,Monitoring,0.8486,0.7333,4,ICMP_Flood
2026-05-25 11:22:25.338968,213.207.109.134,65.2.137.174,47568,22,UDP,420,70.5,4645.13,1119477.09,111,SYN,37379,0.8164,0.5146,0.675,1.6885,0.645,0.0208,URLLC,EDGE_18,1634,31.05,11.16,78.24,172.77,High,0.7655,Redirect,Idle,0.2237,0.8581,2,UDP_Flood
2026-05-25 11:22:26.338968,76.199.212.134,129.84.127.134,50165,443,UDP,1048,76.31,5825.2,2842698.66,105,SYN,37846,0.8912,1.1487,0.5381,2.648,0.6889,0.0328,eMBB,EDGE_20,3613,48.41,8.45,67.02,204.17,Low,0.5795,Block,Monitoring,0.59,0.8584,2,UDP_Flood
2026-05-25 11:22:27.338968,70.159.208.205,209.14.172.113,16298,443,UDP,945,101.03,5295.58,2631903.91,102,SYN,49931,0.9379,0.8067,0.3987,1.3487,0.6604,0.0272,URLLC,EDGE_16,4426,17.08,15.14,72.89,278.15,Medium,0.0712,Block,Active,-0.5439,0.0401,4,ICMP_Flood
2026-05-25 11:22:28.338968,136.91.48.168,216.21.54.54,46920,53,ICMP,1288,65.02,3469.03,1082338.44,116,RST,18778,0.9236,0.7528,0.6102,3.5813,1.0322,0.0179,URLLC,EDGE_15,970,34.89,16.41,77.11,159.89,Low,0.2677,Allow,Active,0.5767,0.6866,9,Slice_Attack
2026-05-25 11:22:29.338968,160.219.7.188,120.128.160.186,34580,8080,UDP,395,97.84,5115.52,1079375.41,95,FIN,40896,0.8201,0.7282,0.556,2.7725,0.8769,0.0191,URLLC,EDGE_14,2546,60.36,10.2,64.52,203.08,Medium,0.9416,Redirect,Active,-0.9915,0.3942,9,Slice_Attack
2026-05-25 11:22:30.338968,222.189.60.66,137.190.144.9,62158,53,UDP,1249,150.43,673.05,49132.94,101,ACK,19094,0.4918,0.7832,0.4175,3.2969,0.4507,0.0128,URLLC,EDGE_5,1319,30.03,3.18,74.19,267.75,Medium,0.1804,Redirect,Active,-0.0004,0.2953,0,Normal
2026-05-25 11:22:31.338968,132.218.110.67,53.57.19.206,31495,80,ICMP,289,82.83,5998.78,2753441.69,115,FIN,47736,0.8492,0.861,0.6946,2.374,0.5573,0.0103,eMBB,EDGE_19,3113,1.78,11.36,76.35,217.78,Medium,0.0517,Redirect,Monitoring,0.9981,0.0847,1,SYN_Flood
2026-05-25 11:22:32.338968,126.211.124.11,77.244.99.84,25881,53,UDP,399,63.44,4431.54,695751.22,51,SYN,48480,0.9113,0.7861,0.5357,1.9919,0.2751,0.0415,eMBB,EDGE_9,4566,78.39,8.69,65.18,118.26,High,0.7296,Throttle,Monitoring,-0.9615,0.2614,6,Slowloris
2026-05-25 11:22:33.338968,211.16.122.11,94.26.211.219,7311,53,TCP,861,130.74,3120.98,671011.74,81,SYN,10928,0.9295,0.6933,0.5918,0.9803,0.7931,0.0283,URLLC,EDGE_12,2846,55.49,9.39,65.29,160.6,Medium,0.5768,Throttle,Active,-0.7886,0.4392,2,UDP_Flood
2026-05-25 11:22:34.338968,104.115.119.107,203.197.10.86,55220,443,TCP,260,152.31,4142.17,1574023.92,72,FIN,51815,0.9201,0.9943,0.5303,0.8887,0.7664,0.0274,eMBB,EDGE_16,3467,42.79,10.86,64.88,202.82,Medium,0.0873,Block,Active,0.7534,0.3881,6,Slowloris
2026-05-25 11:22:35.338968,126.80.242.66,105.68.251.157,4189,53,UDP,956,122.16,4397.93,488169.91,95,RST,28138,0.9251,0.6003,0.4008,0.7043,0.6548,0.0133,URLLC,EDGE_20,2086,54.12,10.97,65.72,209.13,High,0.1751,Allow,Active,0.2896,0.3406,4,ICMP_Flood
2026-05-25 11:22:36.338968,52.247.150.87,23.125.82.170,48462,8080,UDP,792,40.86,4475.38,1208352.25,73,RST,58736,0.8656,0.9525,0.6095,2.3119,0.6019,0.0162,mMTC,EDGE_7,3774,23.04,10.12,67.82,246.36,High,0.5833,Block,Idle,-0.4828,0.8694,5,DNS_Amplification
2026-05-25 11:22:37.338968,16.118.145.110,75.103.147.213,11211,22,TCP,144,92.3,3976.06,1757417.01,109,RST,26434,0.9148,0.6345,0.4158,1.6748,0.7401,0.0214,URLLC,EDGE_19,534,25.27,12.6,56.33,292.4,Low,0.9793,Allow,Idle,-0.0641,0.5413,6,Slowloris
2026-05-25 11:22:38.338968,85.243.240.106,121.240.42.251,16573,53,TCP,934,96.54,5774.84,883550.77,104,ACK,52799,0.8695,0.634,0.5585,1.7556,0.5418,0.0222,URLLC,EDGE_10,2679,58.24,12.42,65.69,141.94,High,0.8488,Allow,Active,-0.1538,0.2899,2,UDP_Flood
2026-05-25 11:22:39.338968,150.99.181.251,133.211.11.148,19867,53,ICMP,789,33.21,3720.52,1183123.84,32,PSH,29241,0.912,0.4383,0.5551,2.1333,0.4751,0.0226,URLLC,EDGE_20,3615,62.11,9.57,68.35,297.16,Medium,0.7952,Redirect,Active,0.0619,0.1294,9,Slice_Attack
2026-05-25 11:22:40.338968,6.228.213.251,144.192.243.77,42192,80,ICMP,1444,38.89,5459.08,2210928.63,49,PSH,54994,0.8709,0.6208,0.3839,4.1928,0.8722,0.0201,mMTC,EDGE_15,1314,25.22,12.51,80.06,224.75,Medium,0.6549,Redirect,Idle,0.8434,0.6174,8,Adaptive_AI_DDoS
2026-05-25 11:22:41.338968,42.236.51.231,51.152.98.74,63509,8080,ICMP,1345,148.24,6434.1,733487.8,52,PSH,7972,0.8445,1.066,0.4098,1.4831,0.4624,0.0294,URLLC,EDGE_20,3553,54.8,12.9,77.31,148.64,Low,0.043,Block,Idle,0.964,0.7394,5,DNS_Amplification
2026-05-25 11:22:42.338968,52.134.209.70,195.82.216.237,49592,80,ICMP,752,60.14,3332.69,213292.32,37,SYN,35622,0.9812,0.6915,0.4172,2.1903,0.7862,0.0207,URLLC,EDGE_5,2817,57.02,10.47,54.85,136.62,High,0.5749,Allow,Idle,0.3585,0.7514,4,ICMP_Flood
2026-05-25 11:22:43.338968,62.182.104.164,42.179.4.128,59958,80,UDP,620,12.05,3465.03,1628564.9,55,FIN,59175,0.8928,0.9245,0.5969,1.927,0.6834,0.025,URLLC,EDGE_13,3412,46.53,9.18,65.1,272.67,Low,0.8862,Throttle,Idle,0.0485,0.7832,5,DNS_Amplification
2026-05-25 11:22:44.338968,153.50.159.219,185.171.250.58,17125,8080,UDP,297,81.0,2738.87,405352.6,40,SYN,28896,0.8756,0.6426,0.7705,1.2756,0.6475,0.0234,eMBB,EDGE_11,2327,55.57,13.82,61.45,222.73,Low,0.1514,Redirect,Idle,0.6226,0.4347,5,DNS_Amplification
2026-05-25 11:22:45.338968,77.75.56.223,192.168.156.119,54999,80,UDP,965,116.72,4113.58,1682454.34,118,FIN,35357,0.8897,0.7058,0.4893,2.6803,0.5028,0.0056,URLLC,EDGE_8,3261,73.5,13.23,80.01,263.71,Low,0.1232,Block,Monitoring,-0.1289,0.1879,2,UDP_Flood
2026-05-25 11:22:46.338968,159.143.41.191,8.228.82.186,42565,53,TCP,808,105.16,4305.34,1364793.05,33,SYN,38770,0.7803,0.8443,0.7265,0.4346,0.4988,0.0193,eMBB,EDGE_10,3558,30.43,6.32,79.7,121.38,Medium,0.0778,Block,Active,0.7295,0.5309,2,UDP_Flood
2026-05-25 11:22:47.338968,214.74.14.163,71.50.188.141,33566,80,ICMP,372,122.17,3013.51,904051.77,117,SYN,8429,0.8171,0.6699,0.313,1.9688,0.7132,0.0103,mMTC,EDGE_5,1917,51.43,10.89,66.27,191.07,High,0.9941,Throttle,Active,0.305,0.1747,1,SYN_Flood
2026-05-25 11:22:48.338968,145.149.138.88,138.56.136.143,39067,80,ICMP,977,119.84,4565.97,835572.58,76,SYN,2066,0.8051,0.8072,0.4399,2.6019,0.3083,0.0043,URLLC,EDGE_4,4992,93.48,13.13,84.65,189.78,High,0.1948,Block,Active,-0.8688,0.4313,8,Adaptive_AI_DDoS
2026-05-25 11:22:49.338968,137.48.41.190,76.152.26.82,22246,8080,TCP,1206,163.56,4826.84,1404611.89,38,SYN,20286,0.8793,0.602,0.4928,1.6264,0.5847,0.0342,eMBB,EDGE_5,2962,64.12,4.1,73.91,283.68,Low,0.6469,Allow,Idle,0.6588,0.6604,3,HTTP_Flood
2026-05-25 11:22:50.338968,204.164.58.251,83.48.151.133,49448,53,TCP,954,92.18,3803.68,1106871.08,51,ACK,13759,0.8252,0.753,0.5416,2.2843,0.7776,0.0124,mMTC,EDGE_3,1910,56.97,10.38,64.73,122.99,Low,0.4733,Block,Active,0.7919,0.3631,8,Adaptive_AI_DDoS
2026-05-25 11:22:51.338968,155.250.17.230,21.223.115.181,51660,80,ICMP,1004,160.42,3275.34,1028458.28,50,RST,28009,1.003,0.7448,0.3505,1.5911,0.817,0.0158,eMBB,EDGE_9,3115,57.73,17.72,52.69,202.13,Medium,0.3117,Allow,Idle,0.5495,0.074,7,Botnet
2026-05-25 11:22:52.338968,101.102.187.4,2.77.52.42,49654,80,TCP,768,31.96,5952.32,2130931.5,57,SYN,49878,0.942,0.3055,0.3182,4.2167,0.6916,0.0189,mMTC,EDGE_8,4111,47.96,7.19,61.23,266.64,Medium,0.3512,Block,Monitoring,-0.3918,0.5687,5,DNS_Amplification
2026-05-25 11:22:53.338968,211.141.7.103,68.113.118.218,18011,53,TCP,705,84.07,5654.21,1266542.46,63,PSH,20673,0.8571,0.4663,0.6071,4.2985,0.4156,0.0164,eMBB,EDGE_14,1186,66.89,16.92,60.02,129.93,Low,0.0145,Redirect,Monitoring,0.3114,0.7539,2,UDP_Flood
2026-05-25 11:22:54.338968,7.67.35.175,33.155.131.205,49984,22,ICMP,1189,46.38,6432.96,2946294.26,90,RST,1796,0.9529,0.8736,0.5438,1.9196,0.5393,0.0095,mMTC,EDGE_2,4122,49.91,13.02,80.57,292.2,High,0.4248,Redirect,Active,-0.178,0.903,7,Botnet
2026-05-25 11:22:55.338968,211.109.104.210,26.201.164.122,60706,22,ICMP,1443,89.51,5040.9,1325757.88,41,RST,46060,0.8471,0.7419,0.401,2.7118,0.6407,0.015,eMBB,EDGE_2,1021,42.56,5.45,53.38,189.56,Low,0.6129,Redirect,Idle,0.9953,0.8438,7,Botnet
2026-05-25 11:22:56.338968,10.237.51.255,77.3.133.39,54248,22,TCP,1139,102.74,4064.19,1938616.76,115,PSH,23504,0.9969,0.8345,0.6117,1.7366,0.4327,0.0134,eMBB,EDGE_2,2655,27.69,10.69,57.84,110.09,Medium,0.2098,Throttle,Idle,0.2075,0.2162,9,Slice_Attack
2026-05-25 11:22:57.338968,188.117.239.147,41.150.15.135,16692,53,ICMP,1266,102.02,5682.24,1153493.98,118,RST,42525,0.9256,0.6653,0.5822,0.8957,0.5422,0.0234,mMTC,EDGE_2,3883,92.16,12.07,80.84,236.35,Low,0.422,Redirect,Active,-0.0649,0.4599,5,DNS_Amplification
2026-05-25 11:22:58.338968,146.24.241.195,146.76.103.155,35944,53,TCP,547,123.02,3262.71,1024491.33,119,SYN,63257,0.899,0.8976,0.4332,1.1563,0.2463,0.0321,URLLC,EDGE_17,4515,35.8,9.13,72.29,136.24,Low,0.3773,Redirect,Active,-0.4595,0.0854,2,UDP_Flood
2026-05-25 11:22:59.338968,149.186.219.6,66.184.44.66,62790,80,UDP,1183,124.39,4362.87,728599.21,63,SYN,33378,0.8764,0.3345,0.5773,2.8904,0.7173,0.0197,mMTC,EDGE_15,4274,56.99,16.12,78.74,295.6,Medium,0.688,Allow,Monitoring,0.3776,0.6736,1,SYN_Flood
2026-05-25 11:23:00.338968,166.129.251.68,8.220.238.89,15722,8080,UDP,965,120.7,5830.38,2303000.49,122,RST,40013,0.9655,0.5035,0.3932,2.951,0.7842,0.0159,mMTC,EDGE_12,4829,71.99,11.29,67.82,167.54,High,0.2758,Allow,Idle,0.0455,0.936,5,DNS_Amplification
2026-05-25 11:23:01.338968,168.105.254.168,115.251.205.136,42398,8080,ICMP,1257,96.1,3512.65,930852.74,41,PSH,43821,0.8958,0.6355,0.1871,3.0377,0.8154,0.0107,eMBB,EDGE_18,3971,34.82,10.16,65.35,157.47,High,0.0548,Allow,Idle,0.9019,0.1853,3,HTTP_Flood
2026-05-25 11:23:02.338968,124.45.115.119,23.82.57.96,53636,53,UDP,779,140.81,5038.81,2005445.15,92,RST,19872,0.8607,1.1228,0.4957,1.6302,0.8901,0.01,eMBB,EDGE_15,4099,43.71,10.61,81.79,271.41,Low,0.8795,Allow,Active,-0.6833,0.2248,4,ICMP_Flood
2026-05-25 11:23:03.338968,137.40.96.155,201.32.97.115,1464,22,ICMP,1418,50.79,5045.54,1130200.85,66,PSH,19560,0.9533,0.6599,0.6702,1.3196,0.6134,0.014,mMTC,EDGE_19,3294,55.58,9.7,74.86,126.91,Medium,0.7759,Block,Monitoring,0.6364,0.8299,9,Slice_Attack
